,File,Input Resistance(v_clamp),Access resistance,-70.0 mV,-60.0 mV,-50.0 mV,-40.0 mV,-30.0 mV,-20.0 mV,-10.0 mV,0.0 mV,10.0 mV,20.0 mV,threshold_index,clipped,threshold_t,threshold_v,threshold_i,peak_index,peak_t,peak_v,peak_i,trough_index,trough_t,trough_v,trough_i,upstroke_index,upstroke,upstroke_t,upstroke_v,downstroke_index,downstroke,downstroke_t,downstroke_v,fast_trough_index,fast_trough_t,fast_trough_v,fast_trough_i,slow_trough_index,slow_trough_t,slow_trough_v,slow_trough_i,width,upstroke_downstroke_ratio,sampling rate,-40.0 pA,-20.0 pA,0.0 pA,20.0 pA,40.0 pA,60.0 pA,80.0 pA,RMP,input resistance (Mo),sag ratio,adapt,latency,isi_cv,mean_isi,median_isi,first_isi,avg_rate,injected current (pA),100.0 pA,120.0 pA,140.0 pA,160.0 pA,180.0 pA,200.0 pA,220.0 pA,240.0 pA,-100.0 pA,-80.0 pA,-60.0 pA,260.0 pA,280.0 pA,time constant (sec),-10.0 pA,10.0 pA,30.0 pA,50.0 pA,70.0 pA,-5.0 pA,5.0 pA,15.0 pA,25.0 pA,35.0 pA,45.0 pA,55.0 pA,65.0 pA,75.0 pA,85.0 pA,-50.0 pA,-30.0 pA,90.0 pA,110.0 pA,130.0 pA,150.0 pA,170.0 pA,190.0 pA,210.0 pA,230.0 pA
Q49,2023_03_31_0030.abf,-7684.2232051451165,10.373307545697688,-4.8828125,-6.713867,5.493164,-10.375977,-1166.9922,-1020.5078,-1252.4414,-1179.1992,-842.28516,-518.1885,8761.833333333334,0.1666666666666666,0.8761833333333334,-31.18896484375,0.0,8804.166666666666,0.8804166666666667,22.491455078125,0.0,8278.2,0.82782,-43.121337890625,0.0,8771.333333333334,24.068509334299293,0.8771333333333334,-23.6358642578125,7590.2,-6.467690645666627,0.7590200000000001,11.114501953125,7969.2,0.7969200000000001,-41.497802734375,0.0,8278.2,0.82782,-43.121337890625,0.0,0.00874,3.756599580475863,10000.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,-40.247345,1138.7416294642858,0.18117955,0.0753267315927703,0.2407,0.2249795581760314,0.22624,0.2199999999999999,0.1515,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50,2023_03_31_0036.abf,630.3453289827612,16.373345682121105,0.61035156,5.493164,-2.4414062,-1.2207031,-870.9717,-1052.8564,-872.80273,-670.166,-411.37695,-158.08105,4448.8,0.0,0.44488,-28.22265625,20.0,4488.8,0.44888,26.13525390625,20.0,6077.4,0.6077400000000001,-43.560791015625,16.0,4465.8,24.93119173880427,0.44658,-9.1552734375,4511.0,-8.22038223851749,0.4511,13.348388671875,4800.8,0.4800799999999999,-39.9169921875,20.0,4202.0,0.4202,-41.17584228515625,20.0,0.00716,3.028126547968727,10000.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,-52.85797,664.0189034598218,0.037724957,0.0617687888245455,0.0539,0.1442935251296093,0.142875,0.1446499999999999,0.1152,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048399301813278,,,,,,,,,,,,,,,,,,,,,,,,,
Q51,2023_03_31_0042.abf,220.57915923141744,15.890214863384756,12.207031,10.986328,12.207031,-1454.4678,-1296.3867,-1010.7422,-761.1084,-464.47754,-167.23633,0.0,3661.5,0.0,0.36615,-32.2113037109375,0.0,3696.0,0.3696,27.7862548828125,0.0,4315.5,0.43155,-49.6826171875,0.0,3671.5,35.05558022744019,0.36715,-16.937255859375,3727.0,-6.219987169843747,0.3727,13.7939453125,4090.0,0.409,-48.0499267578125,0.0,2567.0,0.2567,-50.10986328125,0.0,0.0096,5.63428521937619,10000.0,0.0,0.0,2.0,5.0,7.0,2.0,1.0,-51.371765,380.684988839286,0.06389349,0.0595888370505614,0.0165,0.132100254493095,0.190775,0.19415,0.1542,5.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52,2023_03_31_0049.abf,576.710213849285,19.11889907293877,-2.4414062,-4.272461,0.0,-1.2207031,-1611.3281,-1355.5908,-1113.8916,-885.6201,-674.4385,-459.59473,5922.4,0.0,0.59224,-30.291748046875,20.0,5945.8,0.59458,39.666748046875,20.0,6782.6,0.6782600000000001,-49.658203125,16.0,5931.6,60.92410080289905,0.5931599999999999,-3.802490234375,5960.8,-10.954963990140625,0.59608,27.62451171875,6220.2,0.62202,-46.270751953125,20.0,5358.75,0.535875,-47.96600341796875,20.0,0.00606,5.597697331649309,10000.0,0.0,0.0,0.0,5.0,7.0,9.0,11.0,-59.59015,735.1684570312502,0.078540385,0.0392351324107786,0.0576,0.0875136380880584,0.2136,0.20935,0.1923,5.0,20.0,13.0,14.0,15.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527953022377091,,,,,,,,,,,,,,,,,,,,,,,,,
Q53,2023_03_31_0052.abf,578.6782312924709,10.921537860329323,-3.0517578,-1.2207031,-4.8828125,0.61035156,-1447.7539,-1896.3623,-1876.2207,-1502.6855,-1065.0635,-580.44434,5853.222222222223,0.0,0.5853222222222222,-30.06998634338379,20.0,5886.222222222223,0.5886222222222223,28.37795639038086,20.0,6797.0,0.6797,-41.32419204711914,17.77777777777778,5865.666666666667,30.6929027002367,0.5865666666666667,-10.711669921875,5906.777777777777,-8.819102060332016,0.5906777777777779,16.08615493774414,6213.222222222223,0.6213222222222222,-37.60104751586914,20.0,5785.375,0.5785375,-39.23797607421875,20.0,0.0066222222222222,3.4715830625312063,10000.0,0.0,0.0,0.0,9.0,6.0,1.0,1.0,-54.54483,625.7847377232146,0.028934285,0.0463948679890054,0.0513,0.1782673825610845,0.1122624999999999,0.1146999999999999,0.0746,9.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,2023_03_27_0000.abf,62.417911332982825,16.11175192938989,-247.80273,-279.54102,-4.8828125,15.258789,29.907227,-9.155273,-7.9345703,-4.8828125,-46.38672,11.59668,2334.0,0.0,0.2334,-36.0107421875,30.0,2354.0,0.2354,31.1279296875,30.0,8498.0,0.8498,-59.600830078125,0.0,2342.0,70.02039292565298,0.2342,-12.51220703125,2366.0,-10.430753396516431,0.2366,22.705078125,2672.0,0.2672,-44.5556640625,30.0,,,,,0.0058999999999999,6.712879718644079,10000.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,-57.93457,344.5870535714289,0.12927115,0.1561996779388085,0.0508,0.1561996779388085,0.1863,0.1863,0.1571999999999999,6.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,0.051285312658511,0.0,0.0,2.0,4.0,4.0,,,,,,,,,,,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q18,2023_03_27_0010.abf,172.74664853007158,9.139856792813788,-10.375977,-9.765625,-6.1035156,-1842.6514,-1519.165,-1365.3564,-1483.1543,-1137.085,-651.2451,-97.0459,2951.0,0.0,0.2951,-34.515380859375,30.0,2976.0,0.2976,23.4375,30.0,8839.0,0.8839,-62.744140625,0.0,2958.0,44.83966277839159,0.2958,-22.796630859375,2989.0,-8.862332239696844,0.2989,15.045166015625,3217.0,0.3217,-39.947509765625,30.0,3493.5,0.34935,-43.487548828125,20.0,0.0056999999999999,5.059578174867142,10000.0,0.0,0.0,0.0,0.0,6.0,10.0,10.0,-60.57841,415.0390625000003,0.093134746,0.2787348206721265,0.0748,0.2787348206721265,0.1770499999999999,0.1770499999999999,0.1276999999999999,6.0,40.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0484622927840729,0.0,0.0,2.0,8.0,12.0,,,,,,,,,,,0.0,0.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Q19,2023_03_27_0017.abf,113.61051040895772,11.056814893948632,1.2207031,-7.3242188,-1.2207031,-6.1035156,-3679.8096,-2932.129,-2274.7803,-1699.8291,-1064.4531,-485.83984,2796.0,0.0,0.2796,-29.1748046875,20.0,2815.0,0.2815,41.93115234375,20.0,8184.0,0.8184,-51.910400390625,0.0,2805.0,85.07930300416076,0.2805,-1.89208984375,2833.0,-11.480776738723408,0.2833,27.64892578125,3177.0,0.3177,-44.921875,20.0,4949.0,0.4949,-47.9583740234375,20.0,0.0061999999999999,7.410587710254617,10000.0,0.0,0.0,0.0,2.0,4.0,6.0,8.0,-53.63515,325.404575892857,0.108729124,0.1623723869713173,0.0465,0.1623723869713173,0.2057,0.2057,0.1723,6.0,50.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0372220170998212,0.0,0.0,4.0,6.0,6.0,,,,,,,,,,,0.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q20,2023_03_27_0025.abf,236.82783374283807,20.07216901463014,-1.8310547,-3.0517578,1.2207031,-1508.7891,-1282.959,-1051.6357,-837.40234,-609.7412,-380.24902,-155.63965,2468.428571428572,0.0,0.2468428571428571,-29.218400955200195,14.285714285714286,2495.714285714286,0.2495714285714285,21.41462135314941,14.285714285714286,4078.0,0.4078,-35.15188980102539,11.428571428571429,2479.1428571428573,41.1508535994567,0.2479142857142857,-10.746546745300291,2531.5714285714284,-6.1872920209901086,0.2531571428571428,6.304059505462647,2737.428571428572,0.2737428571428572,-33.10285186767578,14.285714285714286,2013.5,0.20135,-35.064697265625,15.0,0.0072857142857142,6.738857262824369,10000.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,-45.147705,335.08300781250057,0.16584726,0.0997658366266639,-0.1135999999999999,0.4520548121153068,0.0988833333333333,0.08025,0.066,5.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21,2023_03_27_0033.abf,155.22519263648496,9.446473940828207,10.986328,0.0,-0.61035156,-3219.6045,-3353.8818,-2902.2217,-2275.3906,-1658.3252,-979.0039,-255.7373,2400.0,0.0,0.24,-36.712646484375,40.0,2420.0,0.242,34.1796875,40.0,13305.0,1.3305,-61.737060546875,0.0,2408.0,70.38300576082854,0.2408,-10.3759765625,2429.0,-8.844936100453408,0.2429,28.289794921875,2836.0,0.2836,-45.379638671875,40.0,3641.0,0.3641,-49.346923828125,40.0,0.0067,7.957435187939976,10000.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,-60.375977,303.0395507812501,0.2699067,0.2365742365742366,0.0679,0.2365742365742366,0.2849,0.2849,0.2175,3.0,60.0,5.0,4.0,4.0,7.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0458518041669205,,,,,,,,,,,,,,,,,,,,,,,,,
Q22,2023_03_27_0040.abf,166.00890510242388,20.05121215209377,10.986328,-13.427734,7.9345703,-1367.1875,-1139.5264,-875.8545,-659.1797,-447.3877,-283.81348,-64.086914,2319.0,0.0,0.2319,-35.614013671875,20.0,2340.0,0.234,38.299560546875,20.0,13717.0,1.3717,-53.466796875,0.0,2328.0,73.70145076454509,0.2328,-4.425048828125,2351.0,-11.417723404017051,0.2351,28.900146484375,2734.0,0.2734,-44.37255859375,20.0,,,,,0.0058,6.455004045606412,10000.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,-54.23813,325.5789620535716,0.2097954,0.2830591753898738,0.0446,0.2830591753898738,0.2340499999999999,0.2340499999999999,0.1678,3.0,60.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0429619354778688,,,,,,,,,,,,,,,,,,,,,,,,,
Q23,2023_03_27_0046.abf,150.84730510026037,10.00267541100064,5.493164,-3.6621094,-12.817383,-5800.7812,-5107.422,-4264.5264,-3446.045,-2687.9883,-1868.2861,-1077.8809,3221.0,0.0,0.3221,-36.80419921875,20.0,3237.0,0.3237,45.562744140625,20.0,13845.0,1.3845,-58.990478515625,0.0,3228.0,108.03981800184432,0.3228,-2.655029296875,3247.0,-14.3508467850262,0.3247,35.064697265625,3535.0,0.3535,-47.7294921875,20.0,,,,,0.0050999999999999,7.528462927677132,10000.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,-58.6792,278.79987444196416,0.25030962,0.1121642969984203,0.0843,0.1121642969984203,0.28485,0.28485,0.2529,3.0,40.0,7.0,8.0,9.0,7.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0441193667582586,,,,,,,,,,,,,,,,,,,,,,,,,
Q24,2023_03_27_0054.abf,381.86753707221,8.655633550091792,-3.0517578,-4.272461,3.6621094,-0.61035156,-4.272461,-5225.83,-4301.758,-3577.8809,-2779.541,-1953.125,4780.0,0.0,0.478,-24.46492576599121,20.0,4808.333333333333,0.4808333333333334,35.56315231323242,20.0,7294.666666666667,0.7294666666666667,-43.55875778198242,13.333333333333334,4798.0,57.93662422522184,0.4798,5.666097164154053,4827.666666666667,-8.121271684232608,0.4827666666666667,24.688720703125,5169.0,0.5169,-36.31591796875,20.0,4153.0,0.4153,-40.71044921875,20.0,0.0071333333333333,7.1940382915893935,10000.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,-50.559235,407.71484375,0.14361665,0.132752434648898,0.0749,0.132752434648898,0.2926500000000001,0.2926500000000001,0.2538,3.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378573704133877,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,2023_03_27_0061.abf,126.80332770581246,7.012700168493266,6.1035156,-17.089844,3.0517578,-3945.9229,-4024.0479,-4165.039,-3659.0576,-2863.7695,-1876.2207,-959.47266,3121.6666666666665,0.0,0.3121666666666667,-29.67325782775879,20.0,3148.333333333333,0.3148333333333333,27.679443359375,20.0,6164.333333333333,0.6164333333333333,-40.78165817260742,13.333333333333334,3132.6666666666665,44.97334524761559,0.3132666666666667,-10.80322265625,3175.0,-7.085950892724077,0.3175,14.272053718566896,3572.0,0.3572,-37.15006637573242,20.0,2968.0,0.2968,-39.306640625,20.0,0.0075333333333333,6.334886483825652,10000.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,-44.882202,314.5054408482147,0.07955615,0.0337206007367526,0.0143,0.0337206007367526,0.17645,0.17645,0.1705,3.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26,2023_03_27_0067.abf,167.45738721246386,9.217879615075308,12.207031,10.986328,-5.493164,-3077.3926,-3390.503,-2916.2598,-2353.5156,-1718.1396,-1012.57324,-304.56543,5514.25,0.0,0.551425,-33.45489501953125,20.0,5533.0,0.5533,39.8712158203125,20.0,6921.0,0.6921,-46.356201171875,15.0,5522.5,74.37608384039568,0.55225,-3.72314453125,5546.5,-11.988514095681538,0.55465,27.740478515625,5809.5,0.5809500000000001,-40.1458740234375,20.0,4989.666666666667,0.4989666666666667,-43.98600260416666,20.0,0.0050749999999999,6.23601252606913,10000.0,0.0,0.0,0.0,4.0,7.0,8.0,6.0,-52.998352,417.96003069196496,0.19512005,0.0867566593794318,0.0613,0.160113878928079,0.2601333333333334,0.2371,0.2247,4.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0488395918672367,,,,,,,,,,,,,,,,,,,,,,,,,
Q27,2023_03_27_0075.abf,114.15750096564318,14.56623670562477,3.0517578,2.4414062,0.61035156,-2637.9395,-2236.3281,-1811.5234,-1387.9395,-950.92773,-575.5615,-115.9668,1686.0,0.0,0.1686,-34.36279296875,20.0,1705.0,0.1705,33.966064453125,20.0,11798.0,1.1798,-48.15673828125,0.0,1694.0,70.16968970168456,0.1694,-7.049560546875,1718.0,-8.406670098877031,0.1718,25.604248046875,2133.0,0.2133,-42.17529296875,20.0,,,,,0.0067,8.346906548772251,10000.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,-50.52948,249.5901925223217,0.2355052,0.5058177826564216,0.0255,0.5058177826564216,0.4555,0.4555,0.2251,3.0,40.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28,2023_03_27_0082.abf,126.49690133616582,13.259704395515463,3.6621094,0.0,-12.817383,-6.1035156,-1.8310547,-2124.6338,-1624.1455,-1093.1396,-609.13086,-100.09766,3063.0,0.0,0.3063,-24.0478515625,40.0,3094.0,0.3094,39.4287109375,40.0,14818.0,1.4818,-57.891845703125,0.0,3082.0,59.043905086018725,0.3082,7.14111328125,3108.0,-12.06430162159689,0.3108,28.167724609375,3424.0,0.3424,-41.748046875,40.0,,,,,0.0058,4.894100540417638,10000.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,-57.523346,249.32861328125009,0.067999825,0.109697933227345,0.0824,0.109697933227345,0.2516,0.2516,0.224,3.0,80.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0310846736349284,,,,,,,,,,,,,,,,,,,,,,,,,
Q29,2023_03_27_0089.abf,109.95567754792988,8.913664815140237,7.9345703,-2.4414062,-2.4414062,4.8828125,-4984.131,-3978.2715,-3076.1719,-2269.287,-1439.8193,-634.1553,2733.0,0.0,0.2733,-33.111572265625,40.0,2751.0,0.2751,43.64013671875,40.0,12771.0,1.2771,-59.814453125,0.0,2741.0,88.11446110832205,0.2741,-4.364013671875,2761.0,-15.502247912043645,0.2761,32.40966796875,3023.0,0.3023,-39.764404296875,40.0,,,,,0.0045,5.683979614328463,10000.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,-59.431458,223.78104073660745,0.11918446,0.3294623655913978,0.0631,0.3294623655913978,0.2325,0.2325,0.1559,3.0,80.0,4.0,5.0,6.0,8.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0309308027355386,,,,,,,,,,,,,,,,,,,,,,,,,
Q30,2023_03_27_0096.abf,124.23411122142042,14.332821126132478,-11.59668,-17.089844,-923.4619,-964.9658,-1004.0283,-750.7324,-432.73926,-102.53906,-3.0517578,-10.986328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31,2023_03_27_0101.abf,152.77907717920573,14.240041950605718,10.986328,-33.569336,-0.61035156,-2584.8389,-2194.8242,-1761.4746,-1319.5801,-908.2031,-476.68457,-70.19043,4094.5,0.0,0.40945,-36.590576171875,20.0,4115.75,0.411575,28.411865234375,20.0,6146.5,0.61465,-48.5687255859375,15.0,4102.0,64.85908739155168,0.4102,-14.96124267578125,4132.5,-8.2237587720964,0.41325,18.68438720703125,4448.75,0.444875,-44.43359375,20.0,3840.6666666666665,0.3840666666666667,-46.162923177083336,20.0,0.007025,8.028435898585723,10000.0,0.0,0.0,0.0,4.0,7.0,8.0,10.0,-54.332733,386.1345563616076,0.23165138,0.0930961649003591,0.0396,0.1810141661415691,0.1758333333333333,0.1551,0.1515999999999999,4.0,20.0,11.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32,2023_03_27_0107.abf,285.7160827668307,18.663661408322103,-1.8310547,-3.0517578,-10.986328,-7.3242188,-1237.793,-983.27637,-733.6426,-494.99512,-234.98535,-9.155273,5795.2,0.0,0.5795199999999999,-34.6923828125,20.0,5817.0,0.5817,30.181884765625,20.0,6795.0,0.6795,-47.71728515625,16.0,5803.0,61.68913997763555,0.5803,-12.762451171875,5836.6,-8.200292568405098,0.5836600000000001,18.408203125,6137.0,0.6137,-42.85888671875,20.0,5442.0,0.5442,-46.08917236328125,20.0,0.00686,7.585018354538067,10000.0,0.0,0.0,0.0,5.0,7.0,9.0,11.0,-53.63922,461.0770089285716,0.2735548,0.0573493419785142,0.042,0.132196597809346,0.21985,0.22375,0.1791,5.0,20.0,12.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0417648265942995,,,,,,,,,,,,,,,,,,,,,,,,,
Q33,2023_03_27_0110.abf,120.86401555041904,15.11601337842979,7.9345703,-7.3242188,-6.1035156,-2184.4482,-1828.0029,-1448.9746,-1060.1807,-697.0215,-336.91406,-1.8310547,3556.0,0.0,0.3556,-36.3922119140625,40.0,3576.0,0.3576,34.4390869140625,40.0,8230.5,0.8230500000000001,-53.2379150390625,20.0,3564.0,75.15121486679469,0.3564,-9.7503662109375,3588.5,-10.933279114940143,0.35885,24.169921875,3865.5,0.38655,-41.1529541015625,40.0,3074.0,0.3074,-45.989990234375,40.0,0.00535,6.939674360466333,10000.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,-59.52072,264.0206473214286,0.1484199,0.14771809953326,0.057,0.3036861809545141,0.2110749999999999,0.2233,0.1149999999999999,5.0,60.0,8.0,8.0,10.0,11.0,10.0,10.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.036663410838936,,,,,,,,,,,,,,,,,,,,,,,,,
Q34,2023_03_27_0116.abf,153.28189416164795,8.577698269637562,2.4414062,0.0,3.6621094,-5332.0312,-4812.622,-3958.7402,-3147.583,-2342.5293,-1502.0752,-681.7627,7739.666666666667,0.0,0.7739666666666668,-35.94970703125,-6.666666666666667,7760.333333333333,0.7760333333333334,29.80550193786621,-6.666666666666667,8831.333333333334,0.8831333333333333,-47.36328125,-13.333333333333334,7747.0,66.65923314462471,0.7747,-13.85498046875,7776.333333333333,-9.556784414795937,0.7776333333333335,18.61572265625,8204.333333333334,0.8204333333333333,-44.0673828125,-6.666666666666667,6639.5,0.66395,-48.370361328125,-20.0,0.0063,6.9847022457705,10000.0,0.0,1.0,3.0,5.0,7.0,9.0,9.0,-45.441437,219.4213867187505,0.6949686,0.4014705882352947,1.0411,0.4014705882352947,0.136,0.136,0.0813999999999999,0.0,-100.0,11.0,10.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q35,2023_03_27_0122.abf,131.27930435302125,15.295071692057473,11.59668,3.0517578,-6.713867,-2181.3965,-1795.6543,-1390.9912,-1077.2705,-711.6699,-341.79688,13.427734,3893.0,0.0,0.3893,-36.6058349609375,20.0,3912.5,0.39125,33.38623046875,20.0,8196.0,0.8196000000000001,-50.9185791015625,10.0,3901.0,74.85141994142853,0.3901,-10.1318359375,3924.0,-10.806257702168567,0.3924,25.1007080078125,4221.0,0.4221,-34.149169921875,20.0,2958.0,0.2958,-47.36328125,20.0,0.0053499999999999,6.919617810776886,10000.0,0.0,0.0,0.0,2.0,5.0,7.0,9.0,-55.036926,240.34772600446428,0.1446158,0.1339388301268806,0.0452,0.2725024116656475,0.1991,0.2158,0.1116,5.0,40.0,9.0,9.0,10.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0292309476708803,,,,,,,,,,,,,,,,,,,,,,,,,
Q36,2023_03_27_0129.abf,252.68023715596345,15.227972495958042,-5.493164,3.0517578,13.427734,-311.88965,-269.16504,-145.87402,-45.166016,-4.272461,10.986328,12.207031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37,2023_03_27_0132.abf,89.41710674474396,9.99060311758808,-33.569336,4.272461,9.765625,-3711.5479,-3133.545,-2495.7275,-1876.831,-1210.9375,-488.8916,6.713867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38,2023_03_27_0136.abf,178.18506556601932,9.825520917926864,-6.713867,4.272461,-18.920898,-15.869141,-1.8310547,-3429.5654,-2843.0176,-2139.8926,-1362.915,-659.79004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39,2023_03_27_0142.abf,79.06603930486007,7.149747347679001,22.583008,-3.6621094,0.61035156,-2680.0537,-2274.7803,-2445.0684,-1995.8496,-1182.8613,-300.90332,10.986328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41,2023_03_27_0146.abf,152.88941097900724,14.835004483822582,15.869141,4.272461,1.2207031,-2727.0508,-2291.2598,-1875.6104,-1481.9336,-1123.6572,-721.43555,-340.57617,3712.0,0.0,0.3712,-35.5987548828125,20.0,3730.0,0.373,39.5050048828125,20.0,8068.0,0.8068,-49.74365234375,10.0,3718.5,91.80267666980652,0.37185,-12.4359130859375,3740.5,-13.418825213376987,0.37405,29.35791015625,4073.0,0.4073,-40.130615234375,20.0,3493.0,0.3493,-45.257568359375,20.0,0.0047499999999999,6.8747500732907945,10000.0,0.0,0.0,0.0,2.0,6.0,7.0,9.0,-55.033875,265.7645089285714,0.08611154,0.0889955386992105,0.0436,0.2445132803238388,0.1747599999999999,0.1790999999999999,0.1057999999999999,6.0,40.0,10.0,12.0,10.0,10.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.025946609139396,,,,,,,,,,,,,,,,,,,,,,,,,
Q42,2023_03_27_0153.abf,153.11301397538963,15.849445483340132,10.986328,4.272461,-0.61035156,-2158.8135,-1892.0898,-1544.1895,-1215.8203,-900.8789,-574.9512,-236.20605,5314.0,0.0,0.5314000000000001,-37.2467041015625,20.0,5333.0,0.5333,34.7137451171875,20.0,8465.0,0.8465,-54.9163818359375,10.0,5321.5,77.95226783263473,0.53215,-11.8865966796875,5347.0,-13.075082431169902,0.5347000000000001,21.4996337890625,5535.0,0.5535,-39.7796630859375,20.0,3459.0,0.3459,-50.567626953125,20.0,0.0045999999999999,6.024197685505859,10000.0,0.0,0.0,0.0,2.0,4.0,7.0,8.0,-60.279083,300.7725306919651,0.10427177,0.1613245574407242,0.0621,0.2657067321802138,0.2205666666666667,0.2556,0.138,4.0,40.0,10.0,11.0,11.0,12.0,12.0,10.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.039763375162547,,,,,,,,,,,,,,,,,,,,,,,,,
Q43,2023_03_27_0160.abf,282.26090054349004,11.998301175339623,9.765625,7.9345703,6.1035156,-3831.787,-3342.2852,-2817.9932,-2304.6875,-1754.1504,-1182.8613,-634.7656,4149.0,0.0,0.4149,-37.98675537109375,20.0,4169.0,0.4169,36.4837646484375,20.0,6370.0,0.637,-47.24884033203125,15.0,4158.5,70.93855139375681,0.41585,-3.33404541015625,4180.75,-13.738317594825904,0.418075,24.96337890625,4456.5,0.44565,-39.43634033203125,20.0,3991.3333333333335,0.3991333333333333,-43.294270833333336,20.0,0.0046499999999999,5.247167248861845,10000.0,0.0,0.0,0.0,4.0,8.0,10.0,12.0,-59.0683,420.92459542410745,0.16056067,0.3379114138143945,0.0802,0.489203507852031,0.1743333333333333,0.2076,0.0573,4.0,20.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.044802482439694,,,,,,,,,,,,,,,,,,,,,,,,,
